影片編號,狀態,Stage1_T0,Stage1_TB,Stage1_TH,Stage1_Pointing次數,Stage1_TB次數,Stage1_TH次數,Stage1_反應等級,Stage2_T0,Stage2_TB,Stage2_TH,Stage2_Pointing次數,Stage2_TB次數,Stage2_TH次數,Stage2_反應等級,Stage3_T0,Stage3_TB,Stage3_TH,Stage3_Pointing次數,Stage3_TB次數,Stage3_TH次數,Stage3_反應等級,Stage4_T0,Stage4_TB,Stage4_TH,Stage4_Pointing次數,Stage4_TB次數,Stage4_TH次數,Stage4_反應等級,Stage5_T0,Stage5_TB,Stage5_TH,Stage5_Pointing次數,Stage5_TB次數,Stage5_TH次數,Stage5_反應等級,Stage6_T0,Stage6_TB,Stage6_TH,Stage6_Pointing次數,Stage6_TB次數,Stage6_TH次數,Stage6_反應等級,Stage7_T0,Stage7_TB,Stage7_TH,Stage7_Pointing次數,Stage7_TB次數,Stage7_TH次數,Stage7_反應等級,Stage8_T0,Stage8_TH,Stage8_TH次數,Stage8_反應等級,Stage9_T0,Stage9_TB,Stage9_TH,Stage9_Pointing次數,Stage9_TB次數,Stage9_TH次數,Stage9_反應等級,Stage10_T0,Stage10_TB,Stage10_TH,Stage10_Pointing次數,Stage10_TB次數,Stage10_TH次數,Stage10_反應等級
61,完成,14.02s,14.36s,x,0,2,0,LR,18.38s,19.13s,x,0,1,0,LR,24.38s,24.46s,26.7s,0,2,3,LI,x,x,x,0,0,0,x,34.4s,43.03s,48.5s,0,6,4,LI,66.22s,66.36s,69.19s,0,17,9,LI,116.32s,116.32s,117.18s,0,5,6,LI,131.0s,131.15s,4,HI,197.24s,198.81s,201.21s,1,7,8,HI,232.1s,x,233.8s,0,0,4,HI
